ip,avg_download_speed,avg_upload_speed,avg_download_latency,avg_upload_latency,avg_download_jitter,avg_upload_jitter,download_speed_1,upload_speed_1,download_latency_1,upload_latency_1
185.18.250.0,9.676299830348242,-1,277,-1,-1,-1,9.676299830348242,-1,277,-1
185.18.250.1,11.820559416192255,-1,286,-1,-1,-1,11.820559416192255,-1,286,-1
185.18.250.2,10.951135553971342,-1,228,-1,-1,-1,10.951135553971342,-1,228,-1
185.18.250.3,12.222973188218408,-1,223,-1,-1,-1,12.222973188218408,-1,223,-1
185.18.250.4,11.412370753153521,-1,257,-1,-1,-1,11.412370753153521,-1,257,-1
185.18.250.5,13.812278224431092,-1,189,-1,-1,-1,13.812278224431092,-1,189,-1
185.18.250.6,12.102369648406825,-1,200,-1,-1,-1,12.102369648406825,-1,200,-1
185.18.250.7,13.736427422416314,-1,205,-1,-1,-1,13.736427422416314,-1,205,-1
185.18.250.8,11.226836090059717,-1,279,-1,-1,-1,11.226836090059717,-1,279,-1
185.18.250.9,15.139644867158307,-1,213,-1,-1,-1,15.139644867158307,-1,213,-1
185.18.250.10,10.350863478015944,-1,246,-1,-1,-1,10.350863478015944,-1,246,-1
185.18.250.11,8.266693109109449,-1,282,-1,-1,-1,8.266693109109449,-1,282,-1
185.18.250.12,10.656829844407513,-1,201,-1,-1,-1,10.656829844407513,-1,201,-1
185.18.250.13,9.890049476626778,-1,250,-1,-1,-1,9.890049476626778,-1,250,-1
185.18.250.14,11.214066835769112,-1,202,-1,-1,-1,11.214066835769112,-1,202,-1
185.18.250.15,14.057230817328941,-1,203,-1,-1,-1,14.057230817328941,-1,203,-1
185.18.250.16,8.228072120944534,-1,223,-1,-1,-1,8.228072120944534,-1,223,-1
185.18.250.17,13.818049077112638,-1,221,-1,-1,-1,13.818049077112638,-1,221,-1
185.18.250.18,12.951895268542481,-1,237,-1,-1,-1,12.951895268542481,-1,237,-1
185.18.250.19,12.283291643354739,-1,195,-1,-1,-1,12.283291643354739,-1,195,-1
185.18.250.20,9.379678151198707,-1,214,-1,-1,-1,9.379678151198707,-1,214,-1
185.18.250.21,11.983587159228643,-1,195,-1,-1,-1,11.983587159228643,-1,195,-1
185.18.250.22,11.702438925759058,-1,210,-1,-1,-1,11.702438925759058,-1,210,-1
185.18.250.23,14.327684679369725,-1,203,-1,-1,-1,14.327684679369725,-1,203,-1
185.18.250.24,11.661377163274475,-1,189,-1,-1,-1,11.661377163274475,-1,189,-1
185.18.250.25,8.91361843576997,-1,187,-1,-1,-1,8.91361843576997,-1,187,-1
185.18.250.26,9.04899333115186,-1,197,-1,-1,-1,9.04899333115186,-1,197,-1
185.18.250.27,9.595070283163418,-1,190,-1,-1,-1,9.595070283163418,-1,190,-1
185.18.250.28,11.878694533789302,-1,194,-1,-1,-1,11.878694533789302,-1,194,-1
185.18.250.29,11.71980472515797,-1,186,-1,-1,-1,11.71980472515797,-1,186,-1
185.18.250.30,13.379158959568397,-1,212,-1,-1,-1,13.379158959568397,-1,212,-1
185.18.250.31,12.89969337111116,-1,190,-1,-1,-1,12.89969337111116,-1,190,-1
185.18.250.33,10.367468439242273,-1,287,-1,-1,-1,10.367468439242273,-1,287,-1
185.18.250.34,7.447769837429085,-1,287,-1,-1,-1,7.447769837429085,-1,287,-1
185.18.250.35,2.5135015879661777,-1,320,-1,-1,-1,2.5135015879661777,-1,320,-1
185.18.250.36,13.180041107968286,-1,200,-1,-1,-1,13.180041107968286,-1,200,-1
185.18.250.37,11.731562321055637,-1,240,-1,-1,-1,11.731562321055637,-1,240,-1
185.18.250.38,7.906035815606517,-1,251,-1,-1,-1,7.906035815606517,-1,251,-1
185.18.250.39,7.748033486152488,-1,277,-1,-1,-1,7.748033486152488,-1,277,-1
185.18.250.40,2.48307388630756,-1,215,-1,-1,-1,2.48307388630756,-1,215,-1
185.18.250.41,11.391781669663928,-1,232,-1,-1,-1,11.391781669663928,-1,232,-1
185.18.250.42,12.071862347867361,-1,216,-1,-1,-1,12.071862347867361,-1,216,-1
185.18.250.43,13.809085321734,-1,218,-1,-1,-1,13.809085321734,-1,218,-1
185.18.250.44,11.330106009287388,-1,208,-1,-1,-1,11.330106009287388,-1,208,-1
185.18.250.45,12.447786979579792,-1,433,-1,-1,-1,12.447786979579792,-1,433,-1
185.18.250.46,14.747087722015554,-1,178,-1,-1,-1,14.747087722015554,-1,178,-1
