ip,avg_download_speed,avg_upload_speed,avg_download_latency,avg_upload_latency,avg_download_jitter,avg_upload_jitter,download_speed_1,upload_speed_1,download_latency_1,upload_latency_1
185.18.250.0,11.608468023403486,-1,337,-1,-1,-1,11.608468023403486,-1,337,-1
185.18.250.1,11.059960789401407,-1,279,-1,-1,-1,11.059960789401407,-1,279,-1
185.18.250.2,7.615095819460294,-1,226,-1,-1,-1,7.615095819460294,-1,226,-1
185.18.250.3,9.227539485400467,-1,344,-1,-1,-1,9.227539485400467,-1,344,-1
185.18.250.5,9.897063610580126,-1,316,-1,-1,-1,9.897063610580126,-1,316,-1
185.18.250.6,11.510729589918189,-1,321,-1,-1,-1,11.510729589918189,-1,321,-1
185.18.250.7,12.554814713406689,-1,181,-1,-1,-1,12.554814713406689,-1,181,-1
185.18.250.8,11.776300169368566,-1,320,-1,-1,-1,11.776300169368566,-1,320,-1
185.18.250.9,12.27155917369693,-1,293,-1,-1,-1,12.27155917369693,-1,293,-1
185.18.250.10,10.492173428767188,-1,328,-1,-1,-1,10.492173428767188,-1,328,-1
185.18.250.11,2.4514107634535995,-1,213,-1,-1,-1,2.4514107634535995,-1,213,-1
185.18.250.12,7.2278432858132,-1,241,-1,-1,-1,7.2278432858132,-1,241,-1
185.18.250.13,9.514627455235614,-1,200,-1,-1,-1,9.514627455235614,-1,200,-1
185.18.250.14,2.0528938730123603,-1,205,-1,-1,-1,2.0528938730123603,-1,205,-1
185.18.250.15,11.981593875450027,-1,173,-1,-1,-1,11.981593875450027,-1,173,-1
185.18.250.16,13.177266836172029,-1,169,-1,-1,-1,13.177266836172029,-1,169,-1
185.18.250.17,13.543822850340815,-1,253,-1,-1,-1,13.543822850340815,-1,253,-1
185.18.250.18,15.535354933528923,-1,210,-1,-1,-1,15.535354933528923,-1,210,-1
185.18.250.20,13.974163797306153,-1,205,-1,-1,-1,13.974163797306153,-1,205,-1
185.18.250.21,11.440564899529459,-1,211,-1,-1,-1,11.440564899529459,-1,211,-1
185.18.250.22,14.028342793507592,-1,220,-1,-1,-1,14.028342793507592,-1,220,-1
185.18.250.23,11.937791214866447,-1,227,-1,-1,-1,11.937791214866447,-1,227,-1
185.18.250.24,11.781764838180978,-1,207,-1,-1,-1,11.781764838180978,-1,207,-1
185.18.250.25,12.132692405686681,-1,213,-1,-1,-1,12.132692405686681,-1,213,-1
185.18.250.26,13.00359383567169,-1,211,-1,-1,-1,13.00359383567169,-1,211,-1
185.18.250.27,12.816792869658098,-1,198,-1,-1,-1,12.816792869658098,-1,198,-1
185.18.250.28,12.957286951372323,-1,204,-1,-1,-1,12.957286951372323,-1,204,-1
185.18.250.29,13.390627140074269,-1,222,-1,-1,-1,13.390627140074269,-1,222,-1
185.18.250.30,12.73170388101205,-1,197,-1,-1,-1,12.73170388101205,-1,197,-1
185.18.250.31,13.479448760519556,-1,220,-1,-1,-1,13.479448760519556,-1,220,-1
185.18.250.32,11.79279528009431,-1,209,-1,-1,-1,11.79279528009431,-1,209,-1
185.18.250.33,13.096547321387646,-1,244,-1,-1,-1,13.096547321387646,-1,244,-1
185.18.250.34,11.36285097114475,-1,228,-1,-1,-1,11.36285097114475,-1,228,-1
185.18.250.35,9.101575102683091,-1,246,-1,-1,-1,9.101575102683091,-1,246,-1
185.18.250.36,13.28341029259489,-1,268,-1,-1,-1,13.28341029259489,-1,268,-1
185.18.250.37,12.02965984809386,-1,228,-1,-1,-1,12.02965984809386,-1,228,-1
185.18.250.38,13.117579323952949,-1,242,-1,-1,-1,13.117579323952949,-1,242,-1
185.18.250.39,13.014242754759898,-1,218,-1,-1,-1,13.014242754759898,-1,218,-1
185.18.250.40,13.196939009765238,-1,282,-1,-1,-1,13.196939009765238,-1,282,-1
185.18.250.41,11.49956431736381,-1,195,-1,-1,-1,11.49956431736381,-1,195,-1
185.18.250.42,12.980185957073383,-1,241,-1,-1,-1,12.980185957073383,-1,241,-1
185.18.250.43,11.732251885517584,-1,194,-1,-1,-1,11.732251885517584,-1,194,-1
