ip,avg_download_speed,avg_upload_speed,avg_download_latency,avg_upload_latency,avg_download_jitter,avg_upload_jitter,download_speed_1,upload_speed_1,download_latency_1,upload_latency_1
185.18.250.0,13.936878449112893,-1,206,-1,-1,-1,13.936878449112893,-1,206,-1
185.18.250.1,12.625083010034187,-1,232,-1,-1,-1,12.625083010034187,-1,232,-1
185.18.250.2,14.905023605820496,-1,288,-1,-1,-1,14.905023605820496,-1,288,-1
185.18.250.3,8.595429281593756,-1,265,-1,-1,-1,8.595429281593756,-1,265,-1
185.18.250.4,13.209590730915139,-1,276,-1,-1,-1,13.209590730915139,-1,276,-1
185.18.250.5,12.813292407102212,-1,208,-1,-1,-1,12.813292407102212,-1,208,-1
185.18.250.6,10.015098136067872,-1,212,-1,-1,-1,10.015098136067872,-1,212,-1
185.18.250.7,14.701524864076255,-1,223,-1,-1,-1,14.701524864076255,-1,223,-1
185.18.250.8,13.882762155954046,-1,216,-1,-1,-1,13.882762155954046,-1,216,-1
185.18.250.9,11.705658238665853,-1,240,-1,-1,-1,11.705658238665853,-1,240,-1
185.18.250.10,13.892855106046156,-1,225,-1,-1,-1,13.892855106046156,-1,225,-1
185.18.250.11,10.681212912073324,-1,268,-1,-1,-1,10.681212912073324,-1,268,-1
185.18.250.12,13.850649314129358,-1,241,-1,-1,-1,13.850649314129358,-1,241,-1
185.18.250.13,10.459846082582622,-1,243,-1,-1,-1,10.459846082582622,-1,243,-1
185.18.250.14,16.0120372092116,-1,200,-1,-1,-1,16.0120372092116,-1,200,-1
185.18.250.15,11.428098305265905,-1,240,-1,-1,-1,11.428098305265905,-1,240,-1
185.18.250.16,13.026500624357032,-1,208,-1,-1,-1,13.026500624357032,-1,208,-1
185.18.250.17,14.612286894841668,-1,196,-1,-1,-1,14.612286894841668,-1,196,-1
185.18.250.18,15.094783352281931,-1,212,-1,-1,-1,15.094783352281931,-1,212,-1
185.18.250.19,13.547127782028792,-1,209,-1,-1,-1,13.547127782028792,-1,209,-1
185.18.250.20,11.952495583287405,-1,207,-1,-1,-1,11.952495583287405,-1,207,-1
185.18.250.21,12.828782451004697,-1,208,-1,-1,-1,12.828782451004697,-1,208,-1
185.18.250.22,11.53410220240404,-1,199,-1,-1,-1,11.53410220240404,-1,199,-1
185.18.250.23,11.696444229826472,-1,212,-1,-1,-1,11.696444229826472,-1,212,-1
185.18.250.24,14.472565181433412,-1,202,-1,-1,-1,14.472565181433412,-1,202,-1
185.18.250.25,11.829612006012505,-1,178,-1,-1,-1,11.829612006012505,-1,178,-1
185.18.250.26,12.743169744704263,-1,179,-1,-1,-1,12.743169744704263,-1,179,-1
185.18.250.27,13.955431828268024,-1,190,-1,-1,-1,13.955431828268024,-1,190,-1
185.18.250.28,15.525105648295625,-1,192,-1,-1,-1,15.525105648295625,-1,192,-1
185.18.250.29,12.829102151192622,-1,190,-1,-1,-1,12.829102151192622,-1,190,-1
185.18.250.30,12.433764752382972,-1,257,-1,-1,-1,12.433764752382972,-1,257,-1
185.18.250.31,16.476644953259516,-1,309,-1,-1,-1,16.476644953259516,-1,309,-1
185.18.250.32,15.131911874153834,-1,273,-1,-1,-1,15.131911874153834,-1,273,-1
185.18.250.34,13.857319221223944,-1,370,-1,-1,-1,13.857319221223944,-1,370,-1
185.18.250.35,9.02794278068623,-1,362,-1,-1,-1,9.02794278068623,-1,362,-1
185.18.250.36,12.994273326302535,-1,232,-1,-1,-1,12.994273326302535,-1,232,-1
185.18.250.37,12.284116819630734,-1,294,-1,-1,-1,12.284116819630734,-1,294,-1
185.18.250.38,13.101541730551494,-1,248,-1,-1,-1,13.101541730551494,-1,248,-1
185.18.250.39,9.700443278740288,-1,282,-1,-1,-1,9.700443278740288,-1,282,-1
185.18.250.40,16.09897423965235,-1,302,-1,-1,-1,16.09897423965235,-1,302,-1
185.18.250.41,12.416311345584289,-1,308,-1,-1,-1,12.416311345584289,-1,308,-1
185.18.250.42,12.517691997379501,-1,206,-1,-1,-1,12.517691997379501,-1,206,-1
185.18.250.43,10.862958000216349,-1,282,-1,-1,-1,10.862958000216349,-1,282,-1
185.18.250.44,14.571416305339305,-1,205,-1,-1,-1,14.571416305339305,-1,205,-1
185.18.250.45,9.848211607206611,-1,269,-1,-1,-1,9.848211607206611,-1,269,-1
185.18.250.46,14.57380244611848,-1,208,-1,-1,-1,14.57380244611848,-1,208,-1
185.18.250.47,8.87077506191769,-1,215,-1,-1,-1,8.87077506191769,-1,215,-1
185.18.250.48,15.281353110267617,-1,203,-1,-1,-1,15.281353110267617,-1,203,-1
185.18.250.49,14.708492569508822,-1,225,-1,-1,-1,14.708492569508822,-1,225,-1
185.18.250.50,13.40317055342725,-1,233,-1,-1,-1,13.40317055342725,-1,233,-1
185.18.250.51,10.121312149660577,-1,278,-1,-1,-1,10.121312149660577,-1,278,-1
185.18.250.52,14.21264302716031,-1,265,-1,-1,-1,14.21264302716031,-1,265,-1
185.18.250.53,10.927860453222191,-1,222,-1,-1,-1,10.927860453222191,-1,222,-1
185.18.250.54,10.058985893295038,-1,237,-1,-1,-1,10.058985893295038,-1,237,-1
185.18.250.55,11.174526080958636,-1,239,-1,-1,-1,11.174526080958636,-1,239,-1
185.18.250.56,13.482428544648394,-1,222,-1,-1,-1,13.482428544648394,-1,222,-1
185.18.250.57,12.263991366949144,-1,225,-1,-1,-1,12.263991366949144,-1,225,-1
185.18.250.58,12.290464668858512,-1,207,-1,-1,-1,12.290464668858512,-1,207,-1
185.18.250.59,11.87869294646808,-1,404,-1,-1,-1,11.87869294646808,-1,404,-1
185.18.250.60,13.382966070491518,-1,1212,-1,-1,-1,13.382966070491518,-1,1212,-1
185.18.250.61,14.163289592403657,-1,431,-1,-1,-1,14.163289592403657,-1,431,-1
185.18.250.62,14.374593681924207,-1,178,-1,-1,-1,14.374593681924207,-1,178,-1
185.18.250.63,8.883525213791973,-1,198,-1,-1,-1,8.883525213791973,-1,198,-1
185.18.250.64,12.086392141106439,-1,181,-1,-1,-1,12.086392141106439,-1,181,-1
185.18.250.65,12.049085383261385,-1,191,-1,-1,-1,12.049085383261385,-1,191,-1
185.18.250.66,13.202375014898132,-1,186,-1,-1,-1,13.202375014898132,-1,186,-1
185.18.250.67,14.064715412272133,-1,210,-1,-1,-1,14.064715412272133,-1,210,-1
185.18.250.68,12.323813752065087,-1,213,-1,-1,-1,12.323813752065087,-1,213,-1
185.18.250.69,12.753669693045742,-1,189,-1,-1,-1,12.753669693045742,-1,189,-1
185.18.250.70,12.713755577945987,-1,188,-1,-1,-1,12.713755577945987,-1,188,-1
185.18.250.71,13.634908884508434,-1,205,-1,-1,-1,13.634908884508434,-1,205,-1
185.18.250.72,14.111877376304763,-1,200,-1,-1,-1,14.111877376304763,-1,200,-1
185.18.250.73,14.630474627463968,-1,195,-1,-1,-1,14.630474627463968,-1,195,-1
185.18.250.74,12.914413854881097,-1,190,-1,-1,-1,12.914413854881097,-1,190,-1
185.18.250.75,16.699034265626196,-1,207,-1,-1,-1,16.699034265626196,-1,207,-1
185.18.250.76,12.26693193509411,-1,181,-1,-1,-1,12.26693193509411,-1,181,-1
185.18.250.77,13.727380066076075,-1,190,-1,-1,-1,13.727380066076075,-1,190,-1
185.18.250.78,15.206882026688671,-1,236,-1,-1,-1,15.206882026688671,-1,236,-1
185.18.250.79,12.644698820697476,-1,224,-1,-1,-1,12.644698820697476,-1,224,-1
185.18.250.80,14.576418303248253,-1,211,-1,-1,-1,14.576418303248253,-1,211,-1
185.18.250.81,13.014813558523057,-1,192,-1,-1,-1,13.014813558523057,-1,192,-1
185.18.250.82,14.531692768352066,-1,195,-1,-1,-1,14.531692768352066,-1,195,-1
185.18.250.83,10.644212629065489,-1,181,-1,-1,-1,10.644212629065489,-1,181,-1
185.18.250.84,14.139344298322357,-1,201,-1,-1,-1,14.139344298322357,-1,201,-1
185.18.250.85,14.881344898414953,-1,232,-1,-1,-1,14.881344898414953,-1,232,-1
185.18.250.86,10.978334860039329,-1,190,-1,-1,-1,10.978334860039329,-1,190,-1
185.18.250.87,6.630174352781401,-1,193,-1,-1,-1,6.630174352781401,-1,193,-1
185.18.250.88,17.783742445128816,-1,217,-1,-1,-1,17.783742445128816,-1,217,-1
185.18.250.89,13.78456296073754,-1,200,-1,-1,-1,13.78456296073754,-1,200,-1
185.18.250.90,13.932841440114188,-1,203,-1,-1,-1,13.932841440114188,-1,203,-1
185.18.250.91,15.140145704981384,-1,204,-1,-1,-1,15.140145704981384,-1,204,-1
185.18.250.92,13.972041699839563,-1,220,-1,-1,-1,13.972041699839563,-1,220,-1
185.18.250.93,11.839214060901423,-1,230,-1,-1,-1,11.839214060901423,-1,230,-1
185.18.250.94,14.265572062165887,-1,204,-1,-1,-1,14.265572062165887,-1,204,-1
185.18.250.95,14.590893772199816,-1,232,-1,-1,-1,14.590893772199816,-1,232,-1
185.18.250.96,10.598065248998813,-1,198,-1,-1,-1,10.598065248998813,-1,198,-1
185.18.250.97,11.863500930926813,-1,211,-1,-1,-1,11.863500930926813,-1,211,-1
185.18.250.98,13.371804907550557,-1,201,-1,-1,-1,13.371804907550557,-1,201,-1
185.18.250.99,14.936549072684986,-1,221,-1,-1,-1,14.936549072684986,-1,221,-1
185.18.250.100,7.801732694661037,-1,244,-1,-1,-1,7.801732694661037,-1,244,-1
185.18.250.101,16.789050802085324,-1,229,-1,-1,-1,16.789050802085324,-1,229,-1
185.18.250.102,12.365052263284563,-1,242,-1,-1,-1,12.365052263284563,-1,242,-1
185.18.250.103,9.103053909560817,-1,220,-1,-1,-1,9.103053909560817,-1,220,-1
185.18.250.104,10.692206784520213,-1,209,-1,-1,-1,10.692206784520213,-1,209,-1
185.18.250.105,11.600994692464393,-1,244,-1,-1,-1,11.600994692464393,-1,244,-1
185.18.250.106,15.05695462470949,-1,238,-1,-1,-1,15.05695462470949,-1,238,-1
185.18.250.107,12.570346013144933,-1,220,-1,-1,-1,12.570346013144933,-1,220,-1
185.18.250.108,12.753849023933931,-1,272,-1,-1,-1,12.753849023933931,-1,272,-1
185.18.250.109,11.830352333430762,-1,243,-1,-1,-1,11.830352333430762,-1,243,-1
185.18.250.110,14.63160410018143,-1,252,-1,-1,-1,14.63160410018143,-1,252,-1
185.18.250.111,12.193890851601182,-1,273,-1,-1,-1,12.193890851601182,-1,273,-1
185.18.250.112,12.658046589577008,-1,288,-1,-1,-1,12.658046589577008,-1,288,-1
185.18.250.113,11.300379599607785,-1,284,-1,-1,-1,11.300379599607785,-1,284,-1
185.18.250.115,12.678740123784051,-1,238,-1,-1,-1,12.678740123784051,-1,238,-1
185.18.250.116,14.651287186028249,-1,210,-1,-1,-1,14.651287186028249,-1,210,-1
185.18.250.117,9.55416412687564,-1,249,-1,-1,-1,9.55416412687564,-1,249,-1
185.18.250.118,11.83549904974958,-1,201,-1,-1,-1,11.83549904974958,-1,201,-1
185.18.250.119,13.76800532403241,-1,241,-1,-1,-1,13.76800532403241,-1,241,-1
185.18.250.120,10.235306497878062,-1,223,-1,-1,-1,10.235306497878062,-1,223,-1
185.18.250.121,14.99113836337401,-1,187,-1,-1,-1,14.99113836337401,-1,187,-1
185.18.250.122,16.22393639801716,-1,206,-1,-1,-1,16.22393639801716,-1,206,-1
185.18.250.123,12.164477666453937,-1,196,-1,-1,-1,12.164477666453937,-1,196,-1
185.18.250.124,14.96534540450916,-1,218,-1,-1,-1,14.96534540450916,-1,218,-1
185.18.250.125,12.741062495083177,-1,240,-1,-1,-1,12.741062495083177,-1,240,-1
185.18.250.126,13.152034294164677,-1,188,-1,-1,-1,13.152034294164677,-1,188,-1
185.18.250.127,13.783526273972026,-1,225,-1,-1,-1,13.783526273972026,-1,225,-1
185.18.250.128,13.026621105041185,-1,224,-1,-1,-1,13.026621105041185,-1,224,-1
185.18.250.129,13.715378634050765,-1,213,-1,-1,-1,13.715378634050765,-1,213,-1
185.18.250.130,14.473316902516425,-1,197,-1,-1,-1,14.473316902516425,-1,197,-1
185.18.250.131,14.770086070832047,-1,203,-1,-1,-1,14.770086070832047,-1,203,-1
185.18.250.132,14.727083939324995,-1,188,-1,-1,-1,14.727083939324995,-1,188,-1
185.18.250.133,14.821638806984044,-1,226,-1,-1,-1,14.821638806984044,-1,226,-1
185.18.250.134,12.99947306634247,-1,203,-1,-1,-1,12.99947306634247,-1,203,-1
185.18.250.135,14.108053333594809,-1,226,-1,-1,-1,14.108053333594809,-1,226,-1
185.18.250.136,13.538599486237612,-1,194,-1,-1,-1,13.538599486237612,-1,194,-1
185.18.250.137,15.485931196031716,-1,199,-1,-1,-1,15.485931196031716,-1,199,-1
185.18.250.138,13.707309633656491,-1,210,-1,-1,-1,13.707309633656491,-1,210,-1
185.18.250.139,14.251555089740608,-1,192,-1,-1,-1,14.251555089740608,-1,192,-1
185.18.250.140,12.533355174896634,-1,200,-1,-1,-1,12.533355174896634,-1,200,-1
185.18.250.141,13.989353577320289,-1,194,-1,-1,-1,13.989353577320289,-1,194,-1
185.18.250.142,14.343332991009806,-1,184,-1,-1,-1,14.343332991009806,-1,184,-1
185.18.250.143,11.766786526986563,-1,198,-1,-1,-1,11.766786526986563,-1,198,-1
185.18.250.144,10.955094438075347,-1,187,-1,-1,-1,10.955094438075347,-1,187,-1
185.18.250.145,11.81085558462071,-1,200,-1,-1,-1,11.81085558462071,-1,200,-1
185.18.250.146,14.22359426166189,-1,223,-1,-1,-1,14.22359426166189,-1,223,-1
185.18.250.147,15.086147275355595,-1,194,-1,-1,-1,15.086147275355595,-1,194,-1
185.18.250.148,12.104130259078087,-1,200,-1,-1,-1,12.104130259078087,-1,200,-1
185.18.250.149,11.423120968021498,-1,188,-1,-1,-1,11.423120968021498,-1,188,-1
185.18.250.150,15.01439702380441,-1,205,-1,-1,-1,15.01439702380441,-1,205,-1
185.18.250.151,13.374282712049009,-1,183,-1,-1,-1,13.374282712049009,-1,183,-1
185.18.250.152,14.15381688813348,-1,198,-1,-1,-1,14.15381688813348,-1,198,-1
185.18.250.153,10.471327404773367,-1,176,-1,-1,-1,10.471327404773367,-1,176,-1
185.18.250.154,13.974382755537878,-1,194,-1,-1,-1,13.974382755537878,-1,194,-1
185.18.250.155,12.923563326244508,-1,191,-1,-1,-1,12.923563326244508,-1,191,-1
185.18.250.156,13.636732680409573,-1,239,-1,-1,-1,13.636732680409573,-1,239,-1
185.18.250.157,13.04601060494266,-1,197,-1,-1,-1,13.04601060494266,-1,197,-1
185.18.250.158,11.423881924935547,-1,199,-1,-1,-1,11.423881924935547,-1,199,-1
185.18.250.159,11.312916573291092,-1,204,-1,-1,-1,11.312916573291092,-1,204,-1
185.18.250.160,14.688792320882175,-1,201,-1,-1,-1,14.688792320882175,-1,201,-1
185.18.250.161,12.767347661493876,-1,177,-1,-1,-1,12.767347661493876,-1,177,-1
185.18.250.162,15.407982478976423,-1,212,-1,-1,-1,15.407982478976423,-1,212,-1
185.18.250.163,13.93863796881802,-1,236,-1,-1,-1,13.93863796881802,-1,236,-1
185.18.250.164,13.164575109202797,-1,198,-1,-1,-1,13.164575109202797,-1,198,-1
185.18.250.165,14.146259449699938,-1,200,-1,-1,-1,14.146259449699938,-1,200,-1
185.18.250.166,13.31053128411428,-1,196,-1,-1,-1,13.31053128411428,-1,196,-1
185.18.250.167,13.725996813121387,-1,201,-1,-1,-1,13.725996813121387,-1,201,-1
185.18.250.168,14.642284773173225,-1,212,-1,-1,-1,14.642284773173225,-1,212,-1
185.18.250.169,10.717921912804345,-1,187,-1,-1,-1,10.717921912804345,-1,187,-1
185.18.250.170,14.382671987001599,-1,241,-1,-1,-1,14.382671987001599,-1,241,-1
185.18.250.171,15.209831604754937,-1,225,-1,-1,-1,15.209831604754937,-1,225,-1
185.18.250.172,14.532477043636673,-1,199,-1,-1,-1,14.532477043636673,-1,199,-1
185.18.250.173,11.980796101754143,-1,204,-1,-1,-1,11.980796101754143,-1,204,-1
185.18.250.174,14.537911748123557,-1,202,-1,-1,-1,14.537911748123557,-1,202,-1
185.18.250.175,12.949224165738412,-1,197,-1,-1,-1,12.949224165738412,-1,197,-1
185.18.250.176,10.298869988597847,-1,182,-1,-1,-1,10.298869988597847,-1,182,-1
185.18.250.177,14.039016920119924,-1,196,-1,-1,-1,14.039016920119924,-1,196,-1
185.18.250.178,12.783208999379289,-1,198,-1,-1,-1,12.783208999379289,-1,198,-1
185.18.250.179,13.467132436374547,-1,181,-1,-1,-1,13.467132436374547,-1,181,-1
185.18.250.180,11.767599327255212,-1,194,-1,-1,-1,11.767599327255212,-1,194,-1
185.18.250.181,14.907179977878291,-1,176,-1,-1,-1,14.907179977878291,-1,176,-1
185.18.250.182,12.448597600749146,-1,186,-1,-1,-1,12.448597600749146,-1,186,-1
185.18.250.183,11.98436986498721,-1,179,-1,-1,-1,11.98436986498721,-1,179,-1
185.18.250.184,13.039247875341527,-1,203,-1,-1,-1,13.039247875341527,-1,203,-1
185.18.250.185,12.369256189111141,-1,185,-1,-1,-1,12.369256189111141,-1,185,-1
185.18.250.186,15.929776447783324,-1,221,-1,-1,-1,15.929776447783324,-1,221,-1
185.18.250.187,13.091143684147168,-1,206,-1,-1,-1,13.091143684147168,-1,206,-1
185.18.250.188,14.821132185231118,-1,332,-1,-1,-1,14.821132185231118,-1,332,-1
185.18.250.189,12.239010370737578,-1,216,-1,-1,-1,12.239010370737578,-1,216,-1
185.18.250.190,13.024525311391294,-1,270,-1,-1,-1,13.024525311391294,-1,270,-1
185.18.250.191,12.92117415105598,-1,223,-1,-1,-1,12.92117415105598,-1,223,-1
185.18.250.194,12.60306808780212,-1,254,-1,-1,-1,12.60306808780212,-1,254,-1
185.18.250.196,11.060276391128971,-1,236,-1,-1,-1,11.060276391128971,-1,236,-1
185.18.250.197,14.322685485060312,-1,343,-1,-1,-1,14.322685485060312,-1,343,-1
185.18.250.198,13.539246773037144,-1,241,-1,-1,-1,13.539246773037144,-1,241,-1
185.18.250.199,11.210465575057178,-1,330,-1,-1,-1,11.210465575057178,-1,330,-1
185.18.250.200,12.55685981558954,-1,323,-1,-1,-1,12.55685981558954,-1,323,-1
185.18.250.201,9.290119768330541,-1,291,-1,-1,-1,9.290119768330541,-1,291,-1
185.18.250.202,12.81921466962902,-1,247,-1,-1,-1,12.81921466962902,-1,247,-1
185.18.250.203,13.48496843205797,-1,248,-1,-1,-1,13.48496843205797,-1,248,-1
185.18.250.204,10.486254709033075,-1,250,-1,-1,-1,10.486254709033075,-1,250,-1
185.18.250.205,11.669297704322814,-1,323,-1,-1,-1,11.669297704322814,-1,323,-1
185.18.250.206,11.241838548057176,-1,239,-1,-1,-1,11.241838548057176,-1,239,-1
185.18.250.207,14.247336794280118,-1,241,-1,-1,-1,14.247336794280118,-1,241,-1
185.18.250.208,14.196970795792712,-1,212,-1,-1,-1,14.196970795792712,-1,212,-1
185.18.250.209,13.173055233572626,-1,209,-1,-1,-1,13.173055233572626,-1,209,-1
185.18.250.210,13.532139634961805,-1,270,-1,-1,-1,13.532139634961805,-1,270,-1
185.18.250.211,12.377096399827977,-1,248,-1,-1,-1,12.377096399827977,-1,248,-1
185.18.250.212,11.374736102520819,-1,241,-1,-1,-1,11.374736102520819,-1,241,-1
185.18.250.213,13.896695647074752,-1,234,-1,-1,-1,13.896695647074752,-1,234,-1
185.18.250.214,14.345586359025052,-1,306,-1,-1,-1,14.345586359025052,-1,306,-1
185.18.250.215,13.847709263412106,-1,296,-1,-1,-1,13.847709263412106,-1,296,-1
185.18.250.216,15.564255022764275,-1,233,-1,-1,-1,15.564255022764275,-1,233,-1
185.18.250.217,12.910752567091818,-1,256,-1,-1,-1,12.910752567091818,-1,256,-1
185.18.250.218,9.137724456945103,-1,223,-1,-1,-1,9.137724456945103,-1,223,-1
185.18.250.219,12.409154711100346,-1,211,-1,-1,-1,12.409154711100346,-1,211,-1
185.18.250.220,12.740726877061087,-1,233,-1,-1,-1,12.740726877061087,-1,233,-1
185.18.250.221,10.984747458397813,-1,248,-1,-1,-1,10.984747458397813,-1,248,-1
185.18.250.222,16.44932313114772,-1,227,-1,-1,-1,16.44932313114772,-1,227,-1
185.18.250.223,11.631069173699169,-1,317,-1,-1,-1,11.631069173699169,-1,317,-1
185.18.250.224,13.281422671450018,-1,233,-1,-1,-1,13.281422671450018,-1,233,-1
185.18.250.225,15.002953800507315,-1,225,-1,-1,-1,15.002953800507315,-1,225,-1
185.18.250.226,11.671612926092498,-1,209,-1,-1,-1,11.671612926092498,-1,209,-1
185.18.250.227,14.154154453245122,-1,270,-1,-1,-1,14.154154453245122,-1,270,-1
185.18.250.228,13.182382747338586,-1,191,-1,-1,-1,13.182382747338586,-1,191,-1
185.18.250.229,12.421074358623144,-1,271,-1,-1,-1,12.421074358623144,-1,271,-1
185.18.250.230,9.375971548401765,-1,262,-1,-1,-1,9.375971548401765,-1,262,-1
185.18.250.231,15.893659339604694,-1,213,-1,-1,-1,15.893659339604694,-1,213,-1
185.18.250.232,11.70976247140425,-1,258,-1,-1,-1,11.70976247140425,-1,258,-1
185.18.250.233,13.860176186362809,-1,319,-1,-1,-1,13.860176186362809,-1,319,-1
185.18.250.234,13.775428860586988,-1,251,-1,-1,-1,13.775428860586988,-1,251,-1
185.18.250.235,15.890801905118346,-1,247,-1,-1,-1,15.890801905118346,-1,247,-1
185.18.250.236,11.396132987117776,-1,251,-1,-1,-1,11.396132987117776,-1,251,-1
185.18.250.237,14.056873406953887,-1,212,-1,-1,-1,14.056873406953887,-1,212,-1
185.18.250.238,13.866610590006966,-1,247,-1,-1,-1,13.866610590006966,-1,247,-1
185.18.250.239,12.19292443670222,-1,234,-1,-1,-1,12.19292443670222,-1,234,-1
185.18.250.240,10.99962804753013,-1,205,-1,-1,-1,10.99962804753013,-1,205,-1
185.18.250.241,12.729282623028702,-1,279,-1,-1,-1,12.729282623028702,-1,279,-1
185.18.250.242,12.072034129584074,-1,269,-1,-1,-1,12.072034129584074,-1,269,-1
185.18.250.243,13.56135301882962,-1,319,-1,-1,-1,13.56135301882962,-1,319,-1
185.18.250.244,12.44986575243791,-1,222,-1,-1,-1,12.44986575243791,-1,222,-1
185.18.250.245,14.26231263226149,-1,284,-1,-1,-1,14.26231263226149,-1,284,-1
185.18.250.246,12.808652295892175,-1,240,-1,-1,-1,12.808652295892175,-1,240,-1
185.18.250.247,12.038948164247772,-1,207,-1,-1,-1,12.038948164247772,-1,207,-1
185.18.250.248,9.414055644038124,-1,227,-1,-1,-1,9.414055644038124,-1,227,-1
185.18.250.249,12.367396389314042,-1,243,-1,-1,-1,12.367396389314042,-1,243,-1
185.18.250.250,11.769744544607486,-1,215,-1,-1,-1,11.769744544607486,-1,215,-1
185.18.250.251,8.238696711469393,-1,218,-1,-1,-1,8.238696711469393,-1,218,-1
185.18.250.252,9.93045466751616,-1,188,-1,-1,-1,9.93045466751616,-1,188,-1
185.18.250.253,14.212792760761175,-1,194,-1,-1,-1,14.212792760761175,-1,194,-1
185.18.250.254,10.801403955703558,-1,204,-1,-1,-1,10.801403955703558,-1,204,-1
173.245.49.0,14.566133423131548,-1,143,-1,-1,-1,14.566133423131548,-1,143,-1
173.245.49.1,14.285812755821757,-1,169,-1,-1,-1,14.285812755821757,-1,169,-1
173.245.49.2,14.011944657270906,-1,155,-1,-1,-1,14.011944657270906,-1,155,-1
173.245.49.3,13.640827131907955,-1,166,-1,-1,-1,13.640827131907955,-1,166,-1
173.245.49.4,12.87299523819402,-1,167,-1,-1,-1,12.87299523819402,-1,167,-1
173.245.49.5,13.613515593471035,-1,176,-1,-1,-1,13.613515593471035,-1,176,-1
173.245.49.6,10.510142201895176,-1,200,-1,-1,-1,10.510142201895176,-1,200,-1
173.245.49.7,14.857835402236097,-1,177,-1,-1,-1,14.857835402236097,-1,177,-1
173.245.49.8,11.024643454420039,-1,180,-1,-1,-1,11.024643454420039,-1,180,-1
173.245.49.9,11.502334089617621,-1,182,-1,-1,-1,11.502334089617621,-1,182,-1
173.245.49.10,13.267286129585452,-1,179,-1,-1,-1,13.267286129585452,-1,179,-1
173.245.49.11,12.664474319654776,-1,194,-1,-1,-1,12.664474319654776,-1,194,-1
173.245.49.12,11.606250522977378,-1,166,-1,-1,-1,11.606250522977378,-1,166,-1
173.245.49.13,13.809995215242669,-1,188,-1,-1,-1,13.809995215242669,-1,188,-1
173.245.49.14,12.087870295158934,-1,161,-1,-1,-1,12.087870295158934,-1,161,-1
173.245.49.15,11.46901543683589,-1,168,-1,-1,-1,11.46901543683589,-1,168,-1
173.245.49.16,8.92972930356135,-1,165,-1,-1,-1,8.92972930356135,-1,165,-1
173.245.49.17,13.947767598028578,-1,185,-1,-1,-1,13.947767598028578,-1,185,-1
173.245.49.18,12.16479748484763,-1,158,-1,-1,-1,12.16479748484763,-1,158,-1
173.245.49.19,13.932844837389847,-1,167,-1,-1,-1,13.932844837389847,-1,167,-1
173.245.49.20,16.66682534868485,-1,164,-1,-1,-1,16.66682534868485,-1,164,-1
173.245.49.21,14.187695299091517,-1,182,-1,-1,-1,14.187695299091517,-1,182,-1
173.245.49.22,12.773076806498498,-1,188,-1,-1,-1,12.773076806498498,-1,188,-1
173.245.49.23,12.43996550397853,-1,192,-1,-1,-1,12.43996550397853,-1,192,-1
173.245.49.24,13.256488782056524,-1,195,-1,-1,-1,13.256488782056524,-1,195,-1
173.245.49.25,12.977121934164819,-1,167,-1,-1,-1,12.977121934164819,-1,167,-1
173.245.49.26,16.34827882742539,-1,174,-1,-1,-1,16.34827882742539,-1,174,-1
173.245.49.27,13.479781271603537,-1,209,-1,-1,-1,13.479781271603537,-1,209,-1
173.245.49.28,12.623429128661694,-1,226,-1,-1,-1,12.623429128661694,-1,226,-1
